Label,IATA,Latitude,Longitude,Country,Country_std
Santa Maria Pub/Capt G Allan Hancock Field,SMX,34.89889908,-120.4570007,United States,United States
Tupelo Regional Airport,TUP,34.26810074,-88.76989746,United States,United States
Quincy Regional Baldwin Field,UIN,39.94269943,-91.19460297,United States,United States
Victoria Regional Airport,VCT,28.8526001,-96.91850281,United States,United States
Valdosta Regional Airport,VLD,30.78249931,-83.27670288,United States,United States
Worland Municipal Airport,WRL,43.96569824,-107.9509964,United States,United States
Yakima Air Terminal McAllister Field,YKM,46.56819916,-120.5439987,United States,United States
Ercan International Airport,ECN,35.15470123,33.49610138,Kuzey Kıbrıs,Kuzey Kıbrıs
Logro�o-Agoncillo Airport,RJL,42.46095349,-2.322235107,España,Spain
�le d'Yeu Airport,IDY,46.71860123,-2.391109943,France,France
Angers-Loire Airport,ANE,47.560299,-0.312222,France,France
La M�le Airport,LTT,43.205399,6.482,France,France
Syros Airport,JSY,37.42279816,24.95089912,Ελλάς,Ελλάς
P�cs-Pog�ny Airport,PEV,45.990898,18.240996,Magyarország,Magyarország
S�rmell�k International Airport,SOB,46.686391,17.159084,Magyarország,Magyarország
Aosta Airport,AOT,45.738499,7.36872,Italia,Italy
Salerno Costa d'Amalfi Airport,QSR,40.620399,14.9113,Italia,Italy
Corvo Airport,CVU,39.671501,-31.1136,Portugal,Portugal
Banja Luka International Airport,BNX,44.94139862,17.29750061,Bosna i Hercegovina / Босна и Херцеговина,Bosna i Hercegovina / Босна и Херцеговина
Usak Airport,USQ,38.68149948,29.47170067,Türkiye,Türkiye
Kars Airport,KSY,40.56219864,43.11500168,Türkiye,Türkiye
Sanliurfa Airport,SFQ,37.09429932,38.8470993,Türkiye,Türkiye
Kahramanmaras Airport,KCM,37.53882599,36.95352173,Türkiye,Türkiye
Agri Airport,AJI,39.65454102,43.02597809,Türkiye,Türkiye
Adiyaman Airport,ADF,37.73139954,38.46889877,Türkiye,Türkiye
S�leyman Demirel International Airport,ISE,37.85540009,30.36840057,Türkiye,Türkiye
Balikesir K�rfez Airport,EDO,39.55459976,27.01379967,Türkiye,Türkiye
Samsun �arsamba Airport,SZF,41.254501,36.567101,Türkiye,Türkiye
�ilina Airport,ILZ,49.23149872,18.6135006,Slovensko,Slovensko
JAGS McCartney International Airport,GDT,21.44449997,-71.14230347,Turks and Caicos Islands,Turks and Caicos Islands
Middle Caicos Airport,MDS,21.82602,-71.8025,Turks and Caicos Islands,Turks and Caicos Islands
Salt Cay Airport,SLX,21.33300018,-71.19999695,Turks and Caicos Islands,Turks and Caicos Islands
Saman� El Catey International Airport,AZS,19.2670002,-69.74199677,República Dominicana,República Dominicana
La Isabela International Airport,JBQ,18.57250023,-69.98560333,República Dominicana,República Dominicana
Puerto Barrios Airport,PBR,15.7309,-88.583801,Guatemala,Guatemala
Quezaltenango Airport,AAZ,14.8656,-91.501999,Guatemala,Guatemala
Utirik Airport,UTK,11.222,169.852005,Ṃajeḷ,Ṃajeḷ
Ahuas Airport,AHS,15.4722,-84.352203,Honduras,Honduras
Puerto Lempira Airport,PEU,15.2622,-83.781197,Honduras,Honduras
Mili Island Airport,MIJ,6.08333,171.733002,Ṃajeḷ,Ṃajeḷ
Captain Rogelio Castillo National Airport,CYW,20.546,-100.887001,México,México
Ciudad Constituci�n Airport,CUA,25.05380058,-111.6149979,México,México
Guerrero Negro Airport,GUB,28.0261,-114.024002,México,México
El Lencero Airport,JAL,19.47509956,-96.79750061,México,México
Alonso Valderrama Airport,CTD,7.987840176,-80.40969849,Panamá,Panamá
Enrique Adolfo Jimenez Airport,ONX,9.356639862,-79.86740112,Panamá,Panamá
Jaqu� Airport,JQE,7.517779827,-78.15720367,Panamá,Panamá
Captain Ramon Xatruch Airport,PLP,8.406669617,-78.14170074,Panamá,Panamá
Aerotortuguero Airport,TTQ,10.42,-83.6095,Costa Rica,Costa Rica
Barra del Colorado Airport,BCL,10.76869965,-83.58560181,Costa Rica,Costa Rica
Islita Airport,PBP,9.856109619,-85.3707962,Costa Rica,Costa Rica
Puerto Jimenez Airport,PJM,8.533329964,-83.30000305,Costa Rica,Costa Rica
Tobias Bolanos International Airport,SYQ,9.957050323,-84.13980103,Costa Rica,Costa Rica
J�r�mie Airport,JEE,18.66309929,-74.17030334,Ayiti,Ayiti
Port-de-Paix Airport,PAX,19.93359947,-72.84860229,Ayiti,Ayiti
Alberto Delgado Airport,TND,21.78829956,-79.99720001,Cuba,Cuba
Congo Town Airport,COX,24.158701,-77.589798,The Bahamas,The Bahamas
Arthur's Town Airport,ATC,24.6294,-75.673797,The Bahamas,The Bahamas
New Bight Airport,TBI,24.3153,-75.452301,The Bahamas,The Bahamas
Colonel Hill Airport,CRI,22.74559975,-74.18240356,The Bahamas,The Bahamas
Nassau Paradise Island Airport,PID,25.08300018,-77.30000305,The Bahamas,The Bahamas
Enua Airport,AIU,-19.96780014,-158.1190033,Kūki ʻĀirani,Kūki ʻĀirani
Mangaia Island Airport,MGS,-21.89598656,-157.906662,Kūki ʻĀirani,Kūki ʻĀirani
Manihiki Island Airport,MHX,-10.3767004,-161.0019989,Kūki ʻĀirani,Kūki ʻĀirani
Mauke Airport,MUK,-20.13610077,-157.3450012,Kūki ʻĀirani,Kūki ʻĀirani
Mitiaro Island Airport,MOI,-19.84250069,-157.7030029,Kūki ʻĀirani,Kūki ʻĀirani
Tongareva Airport,PYE,-9.014369965,-158.0324097,Kūki ʻĀirani,Kūki ʻĀirani
Cicia Airport,ICI,-17.74329948,-179.3419952,Viti,Viti
Malolo Lailai Island Airport,PTF,-17.7779007,177.1970062,Viti,Viti
Vunisea Airport,KDV,-19.05809975,178.1569977,Viti,Viti
Mana Island Airport,MNF,-17.67309952,177.0980072,Viti,Viti
Moala Airport,MFJ,-18.56669998,179.951004,Viti,Viti
Ngau Airport,NGI,-18.11560059,179.3399963,Viti,Viti
Lakeba Island Airport,LKB,-18.19919968,-178.8170013,Viti,Viti
Labasa Airport,LBS,-16.4666996,179.3399963,Viti,Viti
Matei Airport,TVU,-16.69059944,-179.8769989,Viti,Viti
Koro Island Airport,KXF,-17.3458004,179.4219971,Viti,Viti
Rotuma Airport,RTA,-12.48250008,177.0709991,Viti,Viti
Savusavu Airport,SVU,-16.80279922,179.3410034,Viti,Viti
Kaufana Airport,EUA,-21.37829971,-174.9579926,Tonga,Tonga
Lifuka Island Airport,HPA,-19.77700043,-174.3410034,Tonga,Tonga
Mata'aho Airport,NFO,-15.57079983,-175.6329956,Tonga,Tonga
Kuini Lavenia Airport,NTT,-15.977297,-173.791089,Tonga,Tonga
Vanua Balavu Airport,VBV,-17.2689991,-178.9759979,Viti,Viti
Niue International Airport,IUE,-19.07903099,-169.9255981,Niuē,Niuē
Pointe Vele Airport,FUT,-14.31140041,-178.0659943,France,France
Maota Airport,MXS,-13.74230003,-172.2579956,Sāmoa,Sāmoa
Apataki Airport,APK,-15.5736,-146.414993,France,France
Ahe Airport,AHE,-14.42809963,-146.2570038,France,France
Hiva Oa-Atuona Airport,AUQ,-9.768790245,-139.0110016,France,France
Ua Pou Airport,UAP,-9.35167,-140.078003,France,France
Ua Huka Airport,UAH,-8.93611,-139.552002,France,France
Mota Lava Airport,MTV,-13.66600037,167.7120056,Vanuatu,Vanuatu
Sola Airport,SLH,-13.85169983,167.5370026,Vanuatu,Vanuatu
Torres Airstrip,TOH,-13.32800007,166.6380005,Vanuatu,Vanuatu
Siwo Airport,EAE,-17.09029961,168.3430023,Vanuatu,Vanuatu
Craig Cove Airport,CCV,-16.264999,167.923996,Vanuatu,Vanuatu
Longana Airport,LOD,-15.30669975,167.9669952,Vanuatu,Vanuatu
Sara Airport,SSR,-15.4708004,168.1519928,Vanuatu,Vanuatu
Tavie Airport,PBJ,-16.43899918,168.2570038,Vanuatu,Vanuatu
Lamap Airport,LPM,-16.4611228,167.829253,Vanuatu,Vanuatu
Lamen Bay Airport,LNB,-16.58419991,168.1589966,Vanuatu,Vanuatu
Maewo-Naone Airport,MWF,-15.0,168.0829926,Vanuatu,Vanuatu
Lonorore Airport,LNE,-15.86559963,168.1719971,Vanuatu,Vanuatu
Norsup Airport,NUS,-16.0797,167.401001,Vanuatu,Vanuatu
Gaua Island Airport,ZGU,-14.21809959,167.5870056,Vanuatu,Vanuatu
Redcliffe Airport,RCL,-15.47200012,167.8350067,Vanuatu,Vanuatu
Santo Pekoa International Airport,SON,-15.50500011,167.2200012,Vanuatu,Vanuatu
Tongoa Airport,TGH,-16.89109993,168.5509949,Vanuatu,Vanuatu
Ul�i Airport,ULB,-16.3297,168.3011,Vanuatu,Vanuatu
Valesdir Airport,VLS,-16.79610062,168.177002,Vanuatu,Vanuatu
Southwest Bay Airport,SWJ,-16.4864,167.4472,Vanuatu,Vanuatu
North West Santo Airport,OLJ,-14.88169956,166.5579987,Vanuatu,Vanuatu
Aneityum Airport,AUY,-20.24920082,169.7709961,Vanuatu,Vanuatu
Aniwa Airport,AWD,-19.2346,169.6009,Vanuatu,Vanuatu
Dillon's Bay Airport,DLY,-18.76939964,169.0010071,Vanuatu,Vanuatu
Futuna Airport,FTA,-19.51639938,170.2319946,Vanuatu,Vanuatu
Ipota Airport,IPA,-18.856389,169.283333,Vanuatu,Vanuatu
Tiga Airport,TGJ,-21.09609985,167.8040009,France,France
�le Art - Waala Airport,BMY,-19.72060013,163.6609955,France,France
�le des Pins Airport,ILP,-22.58889961,167.4559937,France,France
Fayzabad Airport,FBD,37.121101,70.518097,افغانستان,افغانستان
Al-Jawf Domestic Airport,AJF,29.78510094,40.09999847,السعودية,السعودية
Wadi Al Dawasir Airport,WAE,20.50429916,45.19960022,السعودية,السعودية
Khoram Abad Airport,KHD,33.4353981,48.28290176,ایران,ایران
Bam Airport,BXR,29.08419991,58.45000076,ایران,ایران
Rafsanjan Airport,RJN,30.29770088,56.05110168,ایران,ایران
Bojnord Airport,BJB,37.49300003,57.30820084,ایران,ایران
Sabzevar National Airport,AFZ,36.16809845,57.59519958,ایران,ایران
Noshahr Airport,NSH,36.66329956,51.46469879,ایران,ایران
Dasht-e Naz Airport,SRY,36.63579941,53.1935997,ایران,ایران
Lar Airport,LRR,27.67469978,54.38330078,ایران,ایران
Ardabil Airport,ADU,38.32569885,48.42440033,ایران,ایران
Urmia Airport,OMH,37.66809845,45.06869888,ایران,ایران
Al Ain International Airport,AAN,24.26169968,55.60919952,الإمارات العربية المتحدة,الإمارات العربية المتحدة
Bannu Airport,BNP,32.9729,70.527901,پاکستان,پاکستان
Bahawalpur Airport,BHV,29.34810066,71.71800232,پاکستان,پاکستان
Chitral Airport,CJL,35.88660049,71.80059814,پاکستان,پاکستان
Dalbandin Airport,DBA,28.87829971,64.39980316,پاکستان,پاکستان
Dera Ghazi Khan Airport,DEA,29.96100044,70.48590088,پاکستان,پاکستان
Dera Ismael Khan Airport,DSK,31.90940094,70.89659882,پاکستان,پاکستان
Jiwani Airport,JIW,25.06780052,61.80540085,پاکستان,پاکستان
Hyderabad Airport,HDD,25.3181,68.366096,پاکستان,پاکستان
Khuzdar Airport,KDD,27.79059982,66.64730072,پاکستان,پاکستان
Ormara Airport,ORW,25.27470016,64.58599854,پاکستان,پاکستان
Parachinar Airport,PAJ,33.90209961,70.07160187,پاکستان,پاکستان
Skardu Airport,KDU,35.33549881,75.53600311,پاکستان,پاکستان
Sehwan Sharif Airport,SYW,26.47310066,67.71720123,پاکستان,پاکستان
Turbat International Airport,TUK,25.9864006,63.03020096,پاکستان,پاکستان
Sulaymaniyah International Airport,ISU,35.5617485,45.31673813,العراق,العراق
Kamishly Airport,KAC,37.02059937,41.19139862,سوريا,سوريا
Sayun International Airport,GXF,15.96609974,48.78829956,اليمن,اليمن
Adak Airport,ADK,51.87799835,-176.6459961,United States,United States
Gustavus Airport,GST,58.4253006,-135.7070007,United States,United States
Skagway Airport,SGY,59.46009827,-135.3159943,United States,United States
Holy Cross Airport,HCR,62.18830109,-159.7749939,United States,United States
Haines Airport,HNS,59.24380112,-135.5240021,United States,United States
Kalskag Airport,KLG,61.53630066,-160.3410034,United States,United States
McGrath Airport,MCG,62.95289993,-155.6060028,United States,United States
Mountain Village Airport,MOU,62.09540176,-163.6820068,United States,United States
Aniak Airport,ANI,61.58160019,-159.5429993,United States,United States
Chevak Airport,VAK,61.5409,-165.6005,United States,United States
Wrangell Airport,WRG,56.48429871,-132.3699951,United States,United States
Balimo Airport,OPU,-8.050000191,142.9329987,Papua Niugini,Papua Niugini
Baimuru Airport,VMU,-7.496860027,144.8199005,Papua Niugini,Papua Niugini
Kalaupapa Airport,LUP,21.21100044,-156.973999,United States,United States
Eniwetok Airport,ENT,11.34070015,162.3280029,Ṃajeḷ,Ṃajeḷ
Matsu Nangan Airport,LZN,26.1598,119.958,臺灣,臺灣
Hengchun Airport,HCN,22.04109955,120.7300034,臺灣,臺灣
Matsu Beigan Airport,MFK,26.224199,120.002998,臺灣,臺灣
Kushiro Airport,KUH,43.04100037,144.1929932,日本,日本
Okadama Airport,OKD,43.117447,141.38134,日本,日本
Saga Airport,HSG,33.14970016,130.302002,日本,日本
Nagoya Airport,NKM,35.25500107,136.923996,日本,日本
Iwami Airport,IWJ,34.67639923,131.7899933,日本,日本
Fukushima Airport,FKS,37.22740173,140.4309998,日本,日本
Odate Noshiro Airport,ONJ,40.19189835,140.3710022,日本,日本
Shonai Airport,SYO,38.81219864,139.7870026,日本,日本
Miyakejima Airport,MYE,34.07360077,139.5599976,日本,日本
Kunsan Air Base,KUV,35.90380096,126.6159973,대한민국,대한민국
Mokpo Heliport,MPK,34.75889969,126.3799973,대한민국,대한민국
Wonju/Hoengseong Air Base (K-38/K-46),WJU,37.441201,127.963858,대한민국,대한민국
Yangyang International Airport,YNY,38.061298,128.669006,대한민국,대한민국
Sacheon Air Base/Airport,HIN,35.088591,128.071747,대한민국,대한민국
Cheongju International Airport/Cheongju Air Base (K-59/G-513),CJJ,36.717008,127.498741,대한민국,대한민국
Subic Bay International Airport,SFS,14.79440022,120.2710037,Philippines,Philippines
Cuyo Airport,CYU,10.85809994,121.0690002,Philippines,Philippines
Camiguin Airport,CGM,9.253520012,124.7070007,Philippines,Philippines
Jolo Airport,JOL,6.05366993,121.0110016,Philippines,Philippines
Sanga Sanga Airport,TWT,5.046991,119.742996,Philippines,Philippines
Surigao Airport,SUG,9.755838326,125.4809475,Philippines,Philippines
Tandag Airport,TDG,9.072110176,126.1709976,Philippines,Philippines
Naga Airport,WNP,13.5848999,123.2699966,Philippines,Philippines
Basco Airport,BSO,20.4513,121.980003,Philippines,Philippines
San Fernando Airport,SFE,16.59560013,120.3030014,Philippines,Philippines
Tuguegarao Airport,TUG,17.64336768,121.7331505,Philippines,Philippines
Virac Airport,VRC,13.5763998,124.2060013,Philippines,Philippines
Calbayog Airport,CYP,12.07269955,124.5449982,Philippines,Philippines
Catarman National Airport,CRM,12.5024004,124.6360016,Philippines,Philippines
Moises R. Espinosa Airport,MBT,12.369682,123.630095,Philippines,Philippines
Roxas Airport,RXS,11.59770012,122.7519989,Philippines,Philippines
General Enrique Mosconi Airport,TTG,-22.6196003,-63.79370117,Argentina,Argentina
Las Heras Airport,LHS,-46.53829956,-68.96530151,Argentina,Argentina
Antoine de Saint Exup�ry Airport,OES,-40.7512,-65.0343,Argentina,Argentina
Lago Argentino Airport,ING,-50.336102,-72.248596,Argentina,Argentina
Gobernador Gregores Airport,GGS,-48.7831,-70.150002,Argentina,Argentina
Santa Teresita Airport,SST,-36.5423,-56.7218,Argentina,Argentina
Necochea Airport,NEC,-38.4831,-58.8172,Argentina,Argentina
Orlando Bezerra de Menezes Airport,JDO,-7.218959808,-39.27009964,Brasil,Brasil
Coronel Hor�cio de Mattos Airport,LEC,-12.4822998,-41.27700043,Brasil,Brasil
Maca� Airport,MEA,-22.34300041,-41.76599884,Brasil,Brasil
Frank Miloye Milenkowichi�Mar�lia State Airport,MII,-22.19689941,-49.92639923,Brasil,Brasil
Vit�ria da Conquista Airport,VDC,-14.86279964,-40.86309814,Brasil,Brasil
Santa Maria Airport,RIA,-29.711399,-53.688202,Brasil,Brasil
Toledo Airport,TOW,-24.6863,-53.697498,Brasil,Brasil
Ricardo Garc�a Posada Airport,ESR,-26.31110001,-69.76519775,Chile,Chile
Puc�n Airport,ZPC,-39.2928009,-71.91590118,Chile,Chile
Sorocaba Airport,SOD,-23.478001,-47.490002,Brasil,Brasil
San Crist�bal Airport,SCY,-0.910206,-89.617401,Ecuador,Ecuador
Camilo Ponce Enriquez Airport,LOH,-3.99589,-79.371902,Ecuador,Ecuador
General Rivadeneira Airport,ESM,0.978519022,-79.62660217,Ecuador,Ecuador
Port Stanley Airport,PSY,-51.68569946,-57.77759933,Falkland Islands,Falkland Islands
Santa Ana Airport,CRC,4.75818,-75.9557,Colombia,Colombia
Caucaya Airport,LQM,-0.182278,-74.7708,Colombia,Colombia
La Pedrera Airport,LPD,-1.32861,-69.5797,Colombia,Colombia
Reyes Murillo Airport,NQU,5.6964,-77.2806,Colombia,Colombia
Obando Airport,PDA,3.85353,-67.9062,Colombia,Colombia
El Yopal Airport,EYP,5.31911,-72.384,Colombia,Colombia
Capit�n de Av. Emilio Beltr�n Airport,GYA,-10.82059956,-65.34559631,Bolivia,Bolivia
Puerto Rico Airport,PUR,-11.107663,-67.551155,Bolivia,Bolivia
Capit�n Av. Selin Zeitun Lopez Airport,RIB,-11.0,-66.0,Bolivia,Bolivia
Reyes Airport,REY,-14.3044,-67.353401,Bolivia,Bolivia
Capit�n Av. German Quiroga G. Airport,SRJ,-14.85919952,-66.73750305,Bolivia,Bolivia
Zorg en Hoop Airport,ORG,5.81108,-55.190701,Suriname,Suriname
Mucuri Airport,MVS,-18.0489006,-39.86420059,Brasil,Brasil
Mayor General FAP Armando Revoredo Iglesias Airport,CJA,-7.139180183,-78.48940277,Perú,Perú
Alferez Fap David Figueroa Fernandini Airport,HUU,-9.878809929,-76.20480347,Perú,Perú
Maria Reiche Neuman Airport,NZC,-14.85400009,-74.96150208,Perú,Perú
Santa Rosa Airport,SRA,-27.9067,-54.520401,Brasil,Brasil
Escuela Mariscal Sucre Airport,MYC,10.24997807,-67.64942169,Venezuela,Venezuela
Juan Pablo P�rez Alfonso Airport,VIG,8.624139,-71.672668,Venezuela,Venezuela
Ji-Paran� Airport,JPR,-10.87080002,-61.8465004,Brasil,Brasil
Codrington Airport,BBQ,17.635799,-61.828602,Antigua and Barbuda,Antigua and Barbuda
La D�sirade Airport,DSD,16.296902,-61.0844,France,France
Baillif Airport,BBR,16.01329994,-61.74219894,France,France
St-Fran�ois Airport,SFC,16.25779915,-61.26250076,France,France
Les Bases Airport,GBJ,15.86870003,-61.27000046,France,France
Vance W. Amory International Airport,NEV,17.20569992,-62.58990097,Saint Kitts and Nevis,Saint Kitts and Nevis
Virgin Gorda Airport,VIJ,18.44639969,-64.42749786,British Virgin Islands,British Virgin Islands
J F Mitchell Airport,BQU,12.98840046,-61.26200104,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
Union Island International Airport,UNI,12.60013485,-61.41194534,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
Kokshetau Airport,KOV,53.329102,69.594597,Қазақстан,Қазақстан
Petropavlosk South Airport,PPK,54.77470016,69.18389893,Қазақстан,Қазақстан
Zhezkazgan Airport,DZN,47.708302,67.733299,Қазақстан,Қазақстан
Ust-Kamennogorsk Airport,UKK,50.03659821,82.49420166,Қазақстан,Қазақстан
Kostanay West Airport,KSN,53.20690155,63.5503006,Қазақстан,Қазақстан
Ganja Airport,KVD,40.73770142,46.31760025,Azərbaycan,Azərbaycan
Nakhchivan Airport,NAJ,39.18880081,45.45840073,Azərbaycan,Azərbaycan
Chulman Airport,NER,56.91389847,124.9140015,Россия,Россия
Polyarny Airport,PYJ,66.40039825,112.0299988,Россия,Россия
Chokurdakh Airport,CKH,70.62310028,147.9019928,Россия,Россия
Cherskiy Airport,CYX,68.74060059,161.3379974,Россия,Россия
Tiksi Airport,IKS,71.6977005,128.9029999,Россия,Россия
Komsomolsk-on-Amur Airport,KXK,50.4090004,136.9340057,Россия,Россия
Ugolny Airport,DYR,64.734902,177.740997,Россия,Россия
Okhotsk Airport,OHO,59.4100647,143.0565033,Россия,Россия
Ujae Atoll Airport,UJE,8.928059578,165.7619934,Ṃajeḷ,Ṃajeḷ
Mariupol International Airport,MPW,47.0760994,37.44960022,Україна,Україна
Luhansk International Airport,VSG,48.41740036,39.37409973,Україна,Україна
Zaporizhzhia International Airport,OZH,47.86700058,35.31570053,Україна,Україна
Kryvyi Rih International Airport,KWG,48.04330063,33.20999908,Україна,Україна
Kharkiv International Airport,HRK,49.92480087,36.29000092,Україна,Україна
Ivano-Frankivsk International Airport,IFO,48.88420105,24.68610001,Україна,Україна
Chernivtsi International Airport,CWC,48.25930023,25.98080063,Україна,Україна
Rivne International Airport,RWN,50.60710144,26.14159966,Україна,Україна
Uzhhorod International Airport,UDJ,48.63430023,22.26339912,Україна,Україна
Solovki Airport,CSH,65.02999878,35.73333359,Россия,Россия
Cherepovets Airport,CEE,59.27360153,38.01580048,Россия,Россия
Amderma Airport,AMV,69.76329803,61.5564003,Россия,Россия
Kotlas Airport,KSZ,61.2358017,46.69749832,Россия,Россия
Petrozavodsk Airport,PES,61.8852005,34.15470123,Россия,Россия
Hrodna Airport,GNA,53.60200119,24.05380058,Беларусь,Беларусь
Mogilev Airport,MVQ,53.95489883,30.0951004,Беларусь,Беларусь
Yeniseysk Airport,EIE,58.4742012,92.11250305,Россия,Россия
Kyzyl Airport,KYZ,51.66939926,94.40059662,Россия,Россия
Spichenkovo Airport,NOZ,53.811401,86.877197,Россия,Россия
Khatanga Airport,HTG,71.97810364,102.4909973,Россия,Россия
Igarka Airport,IAA,67.43720245,86.62190247,Россия,Россия
Nalchik Airport,NAL,43.51290131,43.63660049,Россия,Россия
Beslan Airport,OGZ,43.20510101,44.60660172,Россия,Россия
Elista Airport,ESL,46.37390137,44.33089828,Россия,Россия
Aleknagik / New Airport,WKK,59.2826004,-158.6179962,United States,United States
Mercer County Airport,BLF,37.29579926,-81.20770264,United States,United States
Mid Delta Regional Airport,GLH,33.48289871,-90.98560333,United States,United States
Tri Cities Airport,PSC,46.26470184,-119.1190033,United States,United States
Akutan Seaplane Base,KQA,54.13377044,-165.7788956,United States,United States
Lopez Island Airport,LPS,48.48389816,-122.9380035,United States,United States
Salekhard Airport,SLY,66.59079742,66.61100006,Россия,Россия
Khanty Mansiysk Airport,HMA,61.0284996,69.08609772,Россия,Россия
Nyagan Airport,NYA,62.110001,65.614998,Россия,Россия
Sovetskiy Airport,OVS,61.32662201,63.60191345,Россия,Россия
Izhevsk Airport,IJK,56.8280983,53.45750046,Россия,Россия
Pobedilovo Airport,KVX,58.50329971,49.34830093,Россия,Россия
Nadym Airport,NYM,65.48090363,72.69889832,Россия,Россия
Raduzhny Airport,RAT,62.15859985,77.3289032,Россия,Россия
Nefteyugansk Airport,NFG,61.10829926,72.65000153,Россия,Россия
Kurgan Airport,KRO,55.47529984,65.41560364,Россия,Россия
Khudzhand Airport,LBD,40.2154007,69.69470215,Тоҷикистон,Тоҷикистон
Andizhan Airport,AZN,40.72769928,72.29399872,Oʻzbekiston,Oʻzbekiston
Fergana International Airport,FEG,40.35879898,71.74500275,Oʻzbekiston,Oʻzbekiston
Namangan Airport,NMA,40.98460007,71.55670166,Oʻzbekiston,Oʻzbekiston
Nukus Airport,NCU,42.48839951,59.62329865,Oʻzbekiston,Oʻzbekiston
Urgench Airport,UGC,41.58430099,60.64170074,Oʻzbekiston,Oʻzbekiston
Karshi Khanabad Airport,KSQ,38.83359909,65.92150116,Oʻzbekiston,Oʻzbekiston
Termez Airport,TMJ,37.2867012,67.30999756,Oʻzbekiston,Oʻzbekiston
Staroselye Airport,RYB,58.10419846,38.9294014,Россия,Россия
Belgorod International Airport,EGO,50.64379883,36.59009933,Россия,Россия
Kursk East Airport,URS,51.75059891,36.29560089,Россия,Россия
Lipetsk Airport,LPK,52.70280075,39.53779984,Россия,Россия
Vorkuta Airport,VKT,67.48860168,63.99309921,Россия,Россия
Bugulma Airport,UUA,54.63999939,52.80170059,Россия,Россия
Yoshkar-Ola Airport,JOK,56.70059967,47.90470123,Россия,Россия
Cheboksary Airport,CSY,56.09030151,47.34730148,Россия,Россия
Ulyanovsk East Airport,ULY,54.40100098,48.80270004,Россия,Россия
Orsk Airport,OSW,51.07249832,58.59560013,Россия,Россия
Penza Airport,PEZ,53.11059952,45.02109909,Россия,Россия
Saransk Airport,SKX,54.1251297,45.21225739,Россия,Россия
Balakovo Airport,BWO,51.85829926,47.74560165,Россия,Россия
Hubli Airport,HBX,15.36170006,75.0848999,India,India
Koggala Airport,KCT,5.99368,80.32029724,Sri Lanka,Sri Lanka
Weerawila Airport,WRZ,6.254489899,81.23519897,Sri Lanka,Sri Lanka
Battambang Airport,BBM,13.09560013,103.223999,ព្រះរាជាណាចក្រ​កម្ពុជា,ព្រះរាជាណាចក្រ​កម្ពុជា
Shillong Airport,SHL,25.70359993,91.97869873,India,India
Lokpriya Gopinath Bordoloi International Airport,GAU,26.10610008,91.58589935,India,India
Dimapur Airport,DMU,25.88389969,93.77110291,India,India
Tezpur Airport,TEZ,26.70910072,92.78469849,India,India
Barisal Airport,BZL,22.8010006,90.30120087,বাংলাদেশ,বাংলাদেশ
Ban Huoeisay Airport,HOE,20.25729942,100.4369965,ປະເທດລາວ,ປະເທດລາວ
Bharatpur Airport,BHR,27.678101,84.429398,नेपाल,नेपाल
Bhadrapur Airport,BDP,26.57080078,88.07959747,नेपाल,नेपाल
Meghauli Airport,MEY,27.5774,84.22875,नेपाल,नेपाल
Nepalgunj Airport,KEP,28.10359955,81.66699982,नेपाल,नेपाल
Gan International Airport,GAN,-0.693342,73.155602,ދިވެހިރާއްޖެ,ދިވެހިރާއްޖެ
Hanimaadhoo Airport,HAQ,6.744229794,73.17050171,ދިވެހިރާއްޖެ,ދިވެހިރާއްޖެ
Kadhdhoo Airport,KDO,1.85916996,73.52189636,ދިވެހިރާއްޖެ,ދިވެހިރާއްޖެ
Mae Sot Airport,MAQ,16.69989967,98.54509735,ประเทศไทย,ประเทศไทย
Buon Ma Thuot Airport,BMV,12.66829968,108.1200027,Việt Nam,Việt Nam
Cat Bi International Airport,HPH,20.81940079,106.7249985,Việt Nam,Việt Nam
Cam Ranh Airport,CXR,11.99820042,109.2190018,Việt Nam,Việt Nam
Co Ong Airport,VCS,8.73183,106.633003,Việt Nam,Việt Nam
Can Tho International Airport,VCA,10.08510017,105.711998,Việt Nam,Việt Nam
Dien Bien Phu Airport,DIN,21.39749908,103.0080032,Việt Nam,Việt Nam
Phu Cat Airport,UIH,13.955,109.042,Việt Nam,Việt Nam
Pleiku Airport,PXU,14.00450039,108.0169983,Việt Nam,Việt Nam
Vinh Airport,VII,18.73760033,105.6709976,Việt Nam,Việt Nam
Banmaw Airport,BMO,24.2689991,97.24620056,မြန်မာ,မြန်မာ
Dawei Airport,TVY,14.10389996,98.20359802,မြန်မာ,မြန်မာ
Kawthoung Airport,KAW,10.04930019,98.53800201,မြန်မာ,မြန်မာ
Loikaw Airport,LIW,19.69149971,97.21479797,မြန်မာ,မြန်မာ
Mawlamyine Airport,MNU,16.44470024,97.66069794,မြန်မာ,မြန်မာ
Pathein Airport,BSX,16.815201,94.7799,မြန်မာ,မြန်မာ
Pakhokku Airport,PKK,21.4043,95.11125,မြန်မာ,မြန်မာ
Sumbawa Besar Airport,SWQ,-8.489040375,117.4120026,Indonesia,Indonesia
Tambolaka Airport,TMC,-9.40972,119.244003,Indonesia,Indonesia
Bokondini Airport,BUI,-3.6822,138.6755,Indonesia,Indonesia
Senggeh Airport,SEH,-3.45,140.779,Indonesia,Indonesia
